# StockTicker, ListedExchCode, CompanyName, Sector, Industry, Total_Mark, Total_Price_Valuation_Mark, Total_Stock_Holder_Mark, Total_Analyst_Mark, EpsRegressGrowth_Reuters, EpsRegressGrowth_Reuters_rm, EpsRegressGrowth_Nasdaq, EpsRegressGrowth_Nasdaq_rm, M1QEps, M1QEps_rm, M2QEps, M2QEps_rm, M3QEps, M3QEps_rm, M4QEps, M4QEps_rm, M1QvsM2Q, M1QvsM2Q_rm, M2QvsM3Q, M2QvsM3Q_rm, M3QvsM4Q, M3QvsM4Q_rm, Pe, PEG_Reuters, PEG_Reuters_rm, PEG_Nasdaq, PEG_Nasdaq_rm, PEvsIndustry, PEvsIndustry_rm, PEvsSector, PEvsSector_rm, ReturnOnEquity, ReturnOnEquity_rm, PercentageHeldByInstitutions_Nasdaq, PercentageHeldByInstitutions_Nasdaq_rm, NetSharesTradedByInstitutions, NetSharesTradedByInstitutions_rm, NetNumOfSharesTradedByInsidersIn3M, NetNumOfSharesTradedByInsidersIn3M_rm, ClosePrice, Beta, Fair_Price_PE, Fair_Price_PE_vs_Close_Price_rm, Fair_Price_PEG_Reuters, Fair_Price_PEG_Reuters_vs_Close_Price_rm, Fair_Price_PEG_Nasdaq, Fair_Price_PEG_Nasdaq_vs_Close_Price_rm, PeterLynchAnalysis_rm, BenjaminGarhamAnalysis_rm, MomentumStrategyAnalysis_rm, JamesOShaughnessyAnalysis_rm, MotleyFoolAnalysis_rm, DavidDremanAnalysis_rm, MartinZweigAnalysis_rm, KennethFisherAnalysis_rm, VolumeChange, VolumeChange_rm
'PBIB', 'IXIC', 'Porter Bancorp Inc ', 'Financials', 'Banks', '217.92357400000003', '59.397019', '0', '3.333333', '56.0083333333', '17.291894', '0', '0', '0.308', '0', '8.626', '18.248004', '0.287', '0', '0.273', '0', '-96.42939948991422', '0', '2905.574912891986', '19.640206', '5.12820512820511', '0', '1.45', '0.025889004612424275', '20.970858', NULL, '0', '-0.9168577981651376', '20.006733', '-0.9259070005109862', '18.040478', '98.23', '21.139326', '0.2295870759289176', '0', '711283', '0', '148140', '16.591419', '13.76', '1.04', '295.69234096551725', '26.442796', '1427.6926893879731', '32.954223', NULL, '0', '0', '0', '0', '0', '0', '3.333333', '0', '0', '0.7021', '3.264304'
'FFWM', 'IXIC', 'First Foundation Inc ', 'Financials', 'Banks', '10.491803', '0', '0', '0', '0.939285714286', '0', '27.52', '10.491803', '0.229', '0', '0.204', '0', '0.272', '0', '0.278', '0', '12.254901960784315', '0', '-25.00000000000001', '0', '-2.1582733812949617', '0', '19.57', '20.834980988586818', '0', '0.7111191860465117', '0', '0.12213302752293576', '0', '0', '0', '10.18', '0', '0.6181065762605372', '0', '846640', '0', '-120791', '0', '19.14', '0.74', '21.683986693919262', '0', '1.7558154250315583', '0', '51.4433891221257', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.3729', '0'
'IBTX', 'IXIC', 'Independent Bank Group Inc ', 'Financials', 'Banks', '10.25', '0', '0', '10.25', '3.97857142857', '0', '20.41', '0', '1.019', '0', '0.872', '0', '0.846', '0', '0.65', '0', '16.857798165137595', '0', '3.0732860520094496', '0', '30.153846153846153', '0', '21.78', '5.474326750450799', '0', '1.067123958843704', '0', '0.24885321100917435', '0', '0.11292795094532448', '0', '9.25', '0', '0.6051507090947577', '0', '-1235078', '0', '-68653', '0', '74.1', '1.24', '126.39745289256196', '0', '43.351835751928405', '0', '222.3941390980336', '0', '0', '0', '0', '0', '10.25', '0', '0', '0', '0.5255', '0'
'DHR', 'NYSE', 'Danaher Corp ', 'Healthcare', 'Advanced Medical Equipment & Technology', '10.004275', '0', '0', '0', '4.66666666667', '0', '8.15', '0', '0.799', '0', '1.21', '0', '0.812', '0', '0.791', '0', '-33.966942148760324', '0', '49.01477832512313', '0', '2.6548672566371723', '0', '28.11', '6.023571428567125', '0', '3.4490797546012266', '0', '-0.8106177996361922', '10.004275', '-0.14167938931297708', '0', '8.83', '0', '0.7771406113312038', '0', '-3629523', '0', '-255333', '0', '102.32', '1.01', '110.14818979722519', '0', '44.312490148340636', '0', '77.3885988661539', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.0291', '0'
'RAVN', 'IXIC', 'Raven Industries Inc ', 'Industrials', 'Industrial Conglomerates', '10.002', '0', '0', '0', '5.17738095238', '0', '0', '0', '0.608', '0', '0.248', '0', '0.33', '0', '0.225', '0', '145.16129032258064', '10.002', '-24.84848484848485', '0', '46.66666666666668', '0', '27.69', '5.3482639687294276', '0', NULL, '0', '0.37215064420218047', '0', '0.21394125383603702', '0', '18.33', '0', '0.7629531781907473', '0', '282909', '0', '-63097', '0', '38.55', '1.51', '62.98464393282773', '0', '28.111680671574035', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2764', '0'
'AIMC', 'IXIC', 'Altra Industrial Motion Corp ', 'Industrials', 'Industrial Machinery & Equipment', '9.980791', '0', '9.980791', '0', '0.9059523809519999', '0', '9.95', '0', '0.308', '0', '0.159', '0', '0.457', '0', '0.528', '0', '93.71069182389937', '0', '-65.20787746170679', '0', '-13.446969696969703', '0', '29.79', '32.88252299607165', '0', '2.9939698492462314', '0', '0.23764021603656005', '0', '0.3060061376589216', '0', '11.13', '0', '1.0066935302726066', '9.980791', '-244766', '0', '-12917', '0', '43.05', '1.65', '71.44023942598187', '0', '5.579435776185277', '0', '61.27848123176893', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.36', '0'
'EGBN', 'IXIC', 'Eagle Bancorp Inc ', 'Financials', 'Banks', '9.833333', '0', '0', '9.833333', '4.23571428571', '0', '9.31', '0', '1.038', '0', '0.879', '0', '0.87', '0', '0.809', '0', '18.08873720136519', '0', '1.0344827586206806', '0', '7.540173053152022', '0', '17.26', '4.074873524456063', '0', '1.853920515574651', '0', '-0.010321100917431214', '0', '-0.11803781297904947', '0', '13.3', '0', '0.7092976476095734', '0', '132982', '0', '0', '0', '61.25', '0.87', '92.4998138760139', '0', '33.7761019879438', '0', '74.23907475738702', '0', '0', '0', '0', '0', '0', '0', '9.833333', '0', '-0.3695', '0'
'NSC', 'NYSE', 'Norfolk Southern Corp ', 'Industrials', 'Ground Freight & Logistics', '9.792627', '0', '4.081502', '0', '10.1107142857', '0', '10.55', '0', '1.927', '0', '2.199', '2.457826', '1.75', '1.648685', '1.707', '1.604614', '-12.369258753979073', '0', '25.657142857142844', '0', '2.5190392501464487', '0', '21.39', '2.1155775344431165', '0', '2.0274881516587677', '0', '-0.15621301775147933', '0', '-0.13189935064935066', '0', '14.44', '0', '0.7418966419151843', '0', '2719150', '4.081502', '-23283', '0', '149.9', '1.36', '285.5525621318373', '0', '248.89141114350036', '0', '259.70513193886933', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.7171', '0'
'FMBI', 'IXIC', 'First Midwest Bancorp Inc ', 'Financials', 'Banks', '9.347584000000001', '1.669988', '0', '0', '0.292857142857', '0', '24.05', '7.677596', '0.326', '0', '0.284', '0', '0.372', '0', '0.34', '0', '14.788732394366221', '0', '-23.655913978494624', '0', '9.41176470588234', '0', '19.84', '67.74634146344768', '0', '0.8249480249480249', '0', '0.1376146788990824', '0', '0.0137966274910577', '0', '7.33', '0', '0.8407986078751165', '0', '-254958', '0', '-131509', '0', '26.32', '1.15', '45.70864657258064', '0', '1.1539744516471013', '0', '94.7666336267728', '1.669988', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1073', '0'
'ROLL', 'IXIC', 'RBC Bearings Inc ', 'Industrials', 'Industrial Machinery & Equipment', '8.976518', '0', '8.976518', '0', '1.68333333333', '0', '19.78', '0', '1.008', '0', '0.61', '0', '0.902', '0', '0.9', '0', '65.24590163934427', '0', '-32.37250554323725', '0', '0.22222222222221255', '0', '36.22', '21.516831683210924', '0', '1.8311425682507583', '0', '0.5047777316161195', '0', '0.5879000438404209', '0', '11.17', '0', '0.9987336242743629', '8.976518', '-76482', '0', '-42734', '0', '124.47', '1.28', '131.79001815571507', '0', '19.12470091048975', '0', '224.7247033724176', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4644', '0'
'PETS', 'IXIC', 'Petmed Express Inc ', 'Consumer Non-Cyclicals', 'Drug Retailers', '8.848423', '0', '2.974266', '0', '3.9380952381', '0', '16.67', '0', '0.554', '0', '0.429', '0', '0.454', '0', '0.368', '0', '29.13752913752916', '0', '-5.506607929515428', '0', '23.369565217391308', '0', '20.49', '5.203022974600722', '0', '1.2291541691661665', '0', '-0.1187096774193549', '0', '-0.48100303951367784', '0', '36.98', '5.874157', '0.9739782049415077', '2.974266', '388231', '0', '0', '0', '37.21', '1.02', '55.49759815519766', '0', '18.840933363876836', '0', '79.75387596958149', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0826', '0'
'SP', 'IXIC', 'SP Plus Corp ', 'Industrials', 'Highways & Rail Tracks', '8.820536', '0', '0', '7.818182', '4.2619047618999994', '0', '8.2', '0', '0.68', '0', '0.346', '0', '0.497', '0', '0.72', '0', '96.53179190751449', '1.002354', '-30.382293762575465', '0', '-30.97222222222222', '0', '15.78', '3.702569832406372', '0', '1.9243902439024392', '0', '0.15182481751824817', '0', '-0.3081981587023235', '0', '16.74', '0', '0.9707249193797765', '0', '-280246', '0', '7652', '0', '36.3', '1.08', '74.43542737642586', '0', '27.347991585314738', '0', '52.618146938507934', '0', '7.818182', '0', '0', '0', '0', '0', '0', '0', '-0.2066', '0'
'AMTD', 'IXIC', 'TD Ameritrade Holding Corp ', 'Financials', 'Investment Banking & Brokerage Services', '8.421481', '0', '6.973394', '0', '0.29166666666700003', '0', '21.22', '1.448087', '0.463', '0', '0.385', '0', '0.395', '0', '0.436', '0', '20.259740259740266', '0', '-2.5316455696202556', '0', '-9.403669724770635', '0', '36.17', '124.01142857128684', '0', '1.7045240339302548', '0', '0.5483732876712331', '0', '0.8482370975983649', '0', '14.32', '0', '0.9941625276607354', '6.973394', '-7718418', '0', '-12881', '0', '60.37', '1.32', '66.00896191318772', '0', '1.6597080940834847', '0', '120.7508768791244', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5086', '0'
'ZION', 'IXIC', 'Zions Bancorp ', 'Financials', 'Banks', '8.406417000000001', '0', '0', '8.406417000000001', '6.69642857143', '0', '5.52', '0', '1.032', '0', '0.765', '0', '0.727', '0', '0.74', '0', '34.90196078431374', '0', '5.226960110041268', '0', '-1.756756756756761', '0', '19.03', '2.8418133333327273', '0', '3.4474637681159424', '0', '-0.02410256410256406', '0', '-0.05698711595639239', '0', '7.38', '0', '0.9443993962271707', '0', '1040472', '0', '-106865', '0', '58.01', '1.48', '135.17055506043087', '0', '78.03103163126907', '0', '64.32253999427401', '0', '3.818182', '0', '4.588235', '0', '0', '0', '0', '0', '-0.2012', '0'
'SFBS', 'IXIC', 'ServisFirst Bancshares Inc ', 'Financials', 'Banks', '7.833333', '0', '0', '7.833333', '2.69404761905', '0', '12.53', '0', '0.602', '0', '0.447', '0', '0.467', '0', '0.446', '0', '34.67561521252796', '0', '-4.282655246252675', '0', '4.7085201793722', '0', '22.19', '8.236676977456264', '0', '1.7709497206703912', '0', '0.2723623853211008', '0', '0.1338783852835974', '0', '18.1', '0', '0.4451396706981651', '0', '-239723', '0', '-158050', '0', '43.19', '1.28', '74.64353110410093', '0', '17.33562303866274', '0', '80.6278831667573', '0', '0', '0', '0', '0', '0', '0', '7.833333', '0', '-0.4695', '0'
'WTBA', 'IXIC', 'West Bancorporation Inc ', 'Financials', 'Banks', '7.009078', '0', '0', '0', '1.24642857143', '0', '0', '0', '0.45', '0', '0.398', '0', '0.392', '0', '0.39', '0', '13.065326633165819', '0', '1.5306122448979664', '0', '0.512820512820511', '0', '15.51', '12.443553008581725', '0', NULL, '0', '-0.110665137614679', '0', '-0.2074603985692387', '0', '15.34', '0', '0.33168265910212136', '0', '46412', '0', '60227', '7.009078', '25', '0.96', '46.36131528046421', '0', '4.9815575840211075', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.1943', '0'
'GPS', 'NYSE', 'Gap Inc ', '', 'Apparel & Accessories Retailers', '6.689655', '0', '0', '6.689655', '1.95357142857', '0', '5.43', '0', '0.417', '0', '0.608', '0', '0.583', '0', '0.684', '0', '-31.41447368421053', '0', '4.288164665523153', '0', '-14.766081871345039', '0', '13.97', '7.151005484465924', '0', '2.572744014732965', '0', '-0.6083543594056631', '0', '-0.2754149377593361', '0', '30.45', '0', '0.5981792268905837', '0', '1764643', '0', '-1846264', '0', '31.98', '0.91', '62.41367428775949', '0', '10.511169900055256', '0', '29.216056153666724', '0', '0', '0', '0', '0', '0', '0', '0', '6.689655', '-0.1773', '0'
'PNFP', 'IXIC', 'Pinnacle Financial Partners Inc ', 'Financials', 'Banks', '5.833333', '0', '0', '5.833333', '3.3154761904799996', '0', '10.18', '0', '1.079', '0', '0.751', '0', '0.834', '0', '0.803', '0', '43.67509986684419', '0', '-9.95203836930455', '0', '3.8605230386052236', '0', '19.61', '5.914685816869326', '0', '1.9263261296660117', '0', '0.12442660550458706', '0', '0.0020439448134899063', '0', '9.11', '0', '0.775738082093289', '0', '1981358', '0', '-140881', '0', '67.8', '1.04', '107.73126119326875', '0', '30.791416504884864', '0', '94.54346887478239', '0', '0', '0', '0', '0', '0', '0', '5.833333', '0', '-0.2777', '0'
'XCRA', 'IXIC', 'Xcerra Corp ', 'Technology', 'Semiconductor Equipment & Testing', '5.661841', '0', '0', '3.588235', '2.8976190476199997', '0', '7.07', '0', '0.139', '0', '0.315', '0', '0.224', '0', '0.137', '0', '-55.87301587301587', '0', '40.625', '0', '63.503649635036496', '2.073606', '17.08', '5.8944946589955975', '0', '2.4158415841584153', '0', '-0.08760683760683763', '0', '0.46735395189003404', '0', '14.32', '0', '0.8356197031776381', '0', '-4452557', '0', '0', '0', '13.92', '1.5', '36.626796252927406', '0', '9.149181247912006', '0', '22.323400819672134', '0', '0', '0', '3.588235', '0', '0', '0', '0', '0', '-0.5424', '0'
'PFBI', 'IXIC', 'Premier Financial Bancorp Inc ', 'Financials', 'Banks', '5.462341', '0', '0', '0', '2.37023809524', '0', '0', '0', '0.478', '0', '0.364', '0', '0.323', '0', '0.368', '0', '31.318681318681318', '0', '12.693498452012374', '0', '-12.228260869565212', '0', '14.42', '6.08377699647929', '0', NULL, '0', '-0.173165137614679', '0', '-0.26315789473684215', '0', '9.09', '0', '0.3116108821876756', '0', '25517', '0', '0', '0', '22.17', '0.49', '22.571104805825243', '0', '4.611973488139796', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '1.0013', '5.462341'
'ABCB', 'IXIC', 'Ameris Bancorp ', 'Financials', 'Banks', '5.393443', '0', '0', '0', '1.1428571428599998', '0', '22.83', '5.393443', '0.697', '0', '0.607', '0', '0.537', '0', '0.616', '0', '14.827018121911028', '0', '13.035381750465547', '0', '-12.824675324675317', '0', '22.94', '20.072499999949823', '0', '1.0048182216381956', '0', '0.31536697247706424', '0', '0.17220235053653554', '0', '11.39', '0', '0.8862406302345058', '0', '-22917', '0', '-48049', '0', '56.2', '1.21', '88.81464350479511', '0', '8.750211182760308', '0', '174.7964061391786', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6749', '0'
'PFBC', 'IXIC', 'Preferred Bank ', 'Financials', 'Banks', '5.25', '0', '0', '5.25', '6.3380952381', '0', '14.78', '0', '1.087', '0', '0.927', '0', '0.936', '0', '0.804', '0', '17.259978425026958', '0', '-0.9615384615384581', '0', '16.417910447761198', '0', '17.55', '2.7689706987206844', '0', '1.1874154262516916', '0', '0.006307339449541205', '0', '-0.10321921308124682', '0', '16.57', '0', '0.7693827442548045', '0', '192667', '0', '0', '0', '65.26', '0.99', '110.29642799999999', '0', '60.26459181777928', '0', '140.5328625724138', '0', '0', '0', '0', '0', '5.25', '0', '0', '0', '-0.4664', '0'
'LUK', 'NYSE', 'Leucadia National Corp ', 'Financials', 'Holding Companies', '5.062002', '0', '0', '0', '1.02380952381', '0', '0', '0', '0.335', '0', '0.504', '0', '0.267', '0', '0.156', '0', '-33.531746031746025', '0', '88.76404494382022', '0', '71.15384615384616', '5.062002', '18.55', '18.118604651154364', '0', NULL, '0', '-0.35117173837005944', '0', '-0.048717948717948656', '0', '4.46', '0', '0', '0', '0', '0', '0', '0', '23.47', '1.27', '48.14256231266845', '0', '4.249035672097099', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.0956', '0'
'BBT', 'NYSE', 'BB&T Corp ', 'Financials', 'Banks', '5.061209', '0', '5.061209', '0', '2.75476190476', '0', '8.62', '0', '0.942', '0', '0.717', '0', '0.741', '0', '0.77', '0', '31.380753138075313', '0', '-3.238866396761142', '0', '-3.766233766233773', '0', '17.29', '6.2764044943863615', '0', '2.005800464037123', '0', '-0.03997779011660196', '0', '-0.13550000000000006', '0', '9.51', '0', '0.6532656023966594', '0', '2796194', '5.061209', '-425790', '0', '54.81', '1.03', '97.82691048582997', '0', '23.23188329885612', '0', '72.69551451619432', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.402', '0'
'CVLY', 'IXIC', 'Codorus Valley Bancorp Inc ', 'Financials', 'Banks', '5', '0', '0', '0', '1.54166666667', '0', '0', '0', '0.453', '0', '0.554', '0', '0.362', '0', '0.411', '0', '-18.231046931407946', '0', '53.03867403314919', '0', '-11.922141119221408', '0', '16.73', '10.851891891868428', '0', NULL, '5', '-0.04071100917431192', '0', '-0.14512008175779256', '0', '9.53', '0', '0.5358021990351173', '0', '-19398', '0', '-1624', '0', '29.74', '0.62', '33.02121260011954', '0', '4.388595065398939', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.5794', '0'
'FAST', 'IXIC', 'Fastenal Co ', 'Industrials', 'Industrial Machinery & Equipment', '4.833333', '0', '0', '4.833333', '1.7500000000000002', '0', '8.49', '0', '0.61', '0', '0.445', '0', '0.498', '0', '0.516', '0', '37.07865168539326', '0', '-10.642570281124497', '0', '-3.488372093023262', '0', '25.22', '14.41142857142857', '0', '2.9705535924617195', '0', '-0.04252088078967353', '0', '0.023538961038960915', '0', '27.2', '0', '0.8669620890810992', '0', '-23110', '0', '-35345', '0', '52.56', '1.05', '65.56255622521809', '0', '9.890902878804456', '0', '47.985008823457036', '0', '0', '4.833333', '0', '0', '0', '0', '0', '0', '-0.3923', '0'
'WIRE', 'IXIC', 'Encore Wire Corp ', 'Industrials', 'Electrical Components & Equipment', '4.501789', '4.501789', '0', '0', '4.21666666667', '0', '15.25', '0', '0.543', '0', '0.719', '0', '0.67', '0', '0.525', '0', '-24.478442280945746', '0', '7.313432835820888', '0', '27.61904761904763', '0', '19.78', '4.690909090905383', '0', '1.297049180327869', '0', '-0.3035211267605633', '0', '-0.13283647523016207', '0', '8.27', '0', '0.9062764824409902', '0', '600783', '0', '5000', '0', '49.2', '1.96', '146.0666912032356', '0', '53.09608171616065', '0', '192.02733110770194', '4.501789', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1415', '0'
'LOPE', 'IXIC', 'Grand Canyon Education Inc ', 'Consumer Non-Cyclicals', 'Personal Services', '3.980695', '0', '3.980695', '0', '9.164285714290001', '0', '9.39', '0', '1.413', '0', '1.19', '0', '0.814', '0', '0.827', '0', '18.73949579831933', '0', '46.1916461916462', '0', '-1.5719467956469169', '0', '25.86', '2.8218238503494204', '0', '2.7539936102236418', '0', '-0.16038961038961042', '0', '-0.3449848024316109', '0', '21.85', '0', '0.9818393745852687', '3.980695', '-15250', '0', '-47686', '0', '110.05', '1.15', '146.6275814965197', '0', '115.83940089909039', '0', '118.69249915968278', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1972', '0'
'IOSP', 'IXIC', 'Innospec Inc ', 'Basic Materials', 'Specialty Chemicals', '3.833333', '0', '0', '3.833333', '4.27380952381', '0', '5.68', '0', '0.903', '0', '1.477', '0', '0.948', '0', '1.063', '0', '-38.862559241706165', '0', '55.801687763713105', '0', '-10.818438381937911', '0', '17.33', '4.05493036211654', '0', '3.051056338028169', '0', '-0.4543450881612091', '0', '-0.3334615384615385', '0', '14.31', '0', '0.9293560627791665', '0', '-26604', '0', '-5826', '0', '75.4', '1.04', '135.56963508366997', '0', '49.94817220345128', '0', '66.38237304096943', '0', '0', '3.833333', '0', '0', '0', '0', '0', '0', '-0.5556', '0'
'PCAR', 'IXIC', 'PACCAR Inc ', 'Industrials', 'Heavy Machinery & Vehicles', '3.397541', '0', '3.397541', '0', '3.17023809524', '0', '2.18', '0', '1.449', '0', '1.177', '0', '1.141', '0', '1.058', '0', '23.109600679694143', '0', '3.1551270815074473', '0', '7.844990548204156', '0', '19.58', '6.176192264359788', '0', '8.981651376146788', '0', '-0.4105960264900662', '0', '-0.2053571428571429', '0', '18.55', '0', '0.6467555392670752', '0', '2616563', '3.397541', '-34683', '0', '65.09', '1.25', '124.49958439734425', '0', '34.02528666362141', '0', '23.397335688466423', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4714', '0'
'MXIM', 'IXIC', 'Maxim Integrated Products Inc ', 'Technology', 'Semiconductors', '3.332584', '0', '0', '0', '4.25357142857', '0', '8.03', '0', '0.677', '0', '0.624', '0', '0.539', '0', '0.568', '0', '8.493589743589759', '0', '15.76994434137291', '0', '-5.1056338028168895', '0', '24.46', '5.750461796811336', '0', '3.0460772104607723', '0', '0.1586925627664615', '0', '1.1013745704467355', '0', '33.42', '3.332584', '0.9182374810642429', '0', '516532', '0', '-116509', '0', '58.83', '1.19', '85.75227717497954', '0', '31.444261735026583', '0', '59.36127463061084', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1856', '0'
'FFIN', 'IXIC', 'First Financial Bankshares Inc ', 'Financials', 'Banks', '2.833333', '0', '0', '2.833333', '1.30238095238', '0', '9.9', '0', '0.509', '0', '0.43', '0', '0.442', '0', '0.426', '0', '18.37209302325582', '0', '-2.714932126696834', '0', '3.7558685446009488', '0', '29.24', '22.4511882998336', '0', '2.9535353535353535', '0', '0.6766055045871557', '0', '0.4941236586612161', '0', '13.19', '0', '0.5180014650388457', '0', '94622', '0', '-5627', '0', '53.05', '1.15', '62.51182310191518', '0', '7.0184661815933085', '0', '53.35060764732416', '0', '0', '0', '0', '0', '0', '0', '2.833333', '0', '-0.0769', '0'
'NDSN', 'IXIC', 'Nordson Corp ', 'Industrials', 'Industrial Machinery & Equipment', '2.609329', '0', '0', '0', '3.8130952381', '0', '11.82', '0', '1.548', '0', '1.401', '0', '1.323', '0', '1.741', '2.609329', '10.492505353319048', '0', '5.895691609977338', '0', '-24.00919012062034', '0', '21.12', '5.538807368085497', '0', '1.7868020304568528', '0', '-0.12255920232654749', '0', '-0.07409031126698806', '0', '30.53', '0', '0.6807849161044802', '0', '383249', '0', '-105000', '0', '128.65', '1.26', '229.9549308238636', '0', '75.58965962949047', '0', '234.3161450291438', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.3441', '0'
'NBTB', 'IXIC', 'NBT Bancorp Inc ', 'Financials', 'Banks', '2.36959', '0', '0', '0', '1.64523809524', '0', '6.09', '0', '0.591', '0', '0.501', '0', '0.521', '0', '0.487', '0', '17.96407185628741', '0', '-3.8387715930902178', '0', '6.981519507186862', '0', '18.35', '11.15340086829389', '0', '3.0131362889983584', '0', '0.0521788990825689', '0', '-0.06234031681144603', '0', '9.82', '0', '0.5187912398364647', '0', '-164143', '0', '57269', '2.36959', '38.36', '0.86', '53.86383681743868', '0', '7.639554852400086', '0', '28.278514329155307', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5762', '0'
'EFSC', 'IXIC', 'Enterprise Financial Services Corp ', 'Financials', 'Banks', '2.25', '0', '0', '2.25', '3.9416666666699998', '0', '9.01', '0', '0.898', '0', '0.84', '0', '0.692', '0', '0.504', '0', '6.904761904761902', '0', '21.387283236994215', '0', '37.30158730158728', '0', '18.66', '4.734038054964285', '0', '2.0710321864594894', '0', '0.06995412844036686', '0', '-0.04649974450689831', '0', '12.59', '0', '0.743068862792505', '0', '41767', '0', '-12568', '0', '54.5', '0.94', '82.25627170418007', '0', '27.950586577665277', '0', '63.8904317288502', '0', '0', '0', '0', '0', '2.25', '0', '0', '0', '-0.6866', '0'
'FCBC', 'IXIC', 'First Community Bancshares Inc ', 'Financials', 'Banks', '2', '0', '0', '0', '2.09880952381', '0', '0', '0', '0.52', '0', '0.454', '0', '0.448', '0', '0.376', '0', '14.537444933920707', '0', '1.3392857142857206', '0', '19.14893617021276', '0', '19.02', '9.062280204195334', '0', NULL, '2', '0.09059633027522929', '0', '-0.028104241185488044', '0', '8.96', '0', '0.4090312591982104', '0', '-76994', '0', '20288', '0', '34.41', '0.64', '34.69049034700315', '0', '6.276614786718025', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.085', '0'
'POWI', 'IXIC', 'Power Integrations Inc ', 'Technology', 'Semiconductors', '1.974991', '0', '1.974991', '0', '2.3857142857099998', '0', '17.39', '0', '0.465', '0', '0.692', '0', '0.539', '0', '0.456', '0', '-32.80346820809248', '0', '28.385899814471216', '0', '18.201754385964918', '0', '34', '14.251497006013627', '0', '1.9551466359976997', '0', '0.6106110847939366', '0', '1.9209621993127146', '0', '12.26', '0', '0.972723780794369', '1.974991', '-754910', '0', '-36475', '0', '73.25', '1.23', '79.39444698529412', '0', '16.328660894729428', '0', '119.02322698916076', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6604', '0'
'RJF', 'NYSE', 'Raymond James Financial Inc ', 'Financials', 'Investment Banking & Brokerage Services', '1.168741', '1.168741', '0', '0', '10.3726190476', '0', '10.29', '0', '1.63', '0', '1.585', '0', '1.309', '0', '1.244', '0', '2.8391167192429068', '0', '21.08479755538579', '0', '5.225080385852077', '0', '17.25', '1.6630322506629873', '0', '1.676384839650146', '0', '-0.2621899059024807', '0', '-0.13749999999999996', '0', '15.33', '0', '0.7205729456609672', '0', '473974', '0', '-28007', '0', '99.47', '1.64', '283.3369216695652', '0', '253.35740953431736', '1.168741', '251.33938999826083', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2049', '0'
'TTEK', 'IXIC', 'Tetra Tech Inc ', 'Industrials', 'Environmental Services & Equipment', '1.035998', '0', '1.035998', '0', '1.7226190476199998', '0', '9.8', '0', '0.507', '0', '0.632', '0', '0.601', '0', '0.516', '0', '-19.778481012658222', '0', '5.15806988352745', '0', '16.47286821705425', '0', '23.81', '13.821976503102242', '0', '2.4295918367346934', '0', '0.004217629692113034', '0', '0.0438404208680403', '0', '14.01', '0', '0.8957334606824275', '0', '2084241', '1.035998', '-152020', '0', '54.35', '1.03', '70.44232509449812', '0', '10.460800945381271', '0', '59.51161947638635', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5778', '0'
'CAC', 'IXIC', 'Camden National Corp ', 'Financials', 'Banks', '1.02713', '0', '0', '0', '1.87857142857', '0', '6.67', '0', '0.819', '0', '0.716', '0', '0.724', '0', '0.654', '0', '14.38547486033519', '0', '-1.104972375690605', '0', '10.703363914373076', '0', '15.66', '8.336121673010142', '0', '2.347826086956522', '0', '-0.10206422018348627', '0', '-0.19979560551865105', '0', '11.32', '0', '0.6479208558906935', '0', '47738', '0', '35813', '1.02713', '45.37', '0.72', '62.497957241379304', '0', '10.121282484279714', '0', '35.9363254137931', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.613', '0'
